 0.000000000000000e+00, 1.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00, 0.000000000000000e+00
 1.000000000000000e-02, 9.974321267611721e-01, 1.094380654157045e-06,-4.992137048203668e-04, 4.990722320646133e-02,-4.990210134291326e-04,-4.990714598984710e-02, 2.567994008692166e-03,-1.114676173105998e-06
 2.000000000000000e-02, 9.897858265889184e-01, 3.240319822058014e-06,-1.986643200916268e-03, 9.926451893210457e-02,-1.985336769862075e-03,-9.926445790625162e-02, 1.021429419326726e-02,-3.245535477846201e-06
 3.000000000000000e-02, 9.771986672749805e-01, 5.312487620408399e-06,-4.431306704528013e-03, 1.475473672874430e-01,-4.428002826235723e-03,-1.475473599945606e-01, 2.280145362500138e-02,-5.304835038195304e-06
 4.000000000000000e-02, 9.598421625171610e-01, 6.878270906457624e-06,-7.782422810678502e-03, 1.942589360569613e-01,-7.776554530628190e-03,-1.942590292407052e-01, 4.015795849595977e-02,-6.860098767387957e-06
 5.000000000000000e-02, 9.379175684493642e-01, 7.843246353270899e-06,-1.197061857023106e-02, 2.389272828746753e-01,-1.196195862653785e-02,-2.389275229041150e-01, 6.208255258080204e-02,-7.816528345141842e-06
 6.000000000000000e-02, 9.116581476437177e-01, 8.257085360133471e-06,-1.690913895500538e-02, 2.811048830395350e-01,-1.689770008032938e-02,-2.811053165079087e-01, 8.834197342009420e-02,-8.221551234048087e-06
 7.000000000000001e-02, 8.813315862066461e-01, 8.213844371024893e-06,-2.249520296521393e-02, 3.203704696652021e-01,-2.248115124212159e-02,-3.203711414171552e-01, 1.186685348445862e-01,-8.170535624052108e-06
 8.000000000000000e-02, 8.472410276027098e-01, 7.816290551149446e-06,-2.861155397672051e-02, 3.563322919762188e-01,-2.859514742016899e-02,-3.563332391294947e-01, 1.527590934554217e-01,-7.766145415075143e-06
 9.000000000000001e-02, 8.097245558572981e-01, 7.151050117246670e-06,-3.512824104406190e-02, 3.886319825078218e-01,-3.510977739692096e-02,-3.886332337455685e-01, 1.902755652210310e-01,-7.095417085345793e-06
 1.000000000000000e-01, 7.691533662886233e-01, 6.288180599739283e-06,-4.190458546394719e-02, 4.169484970499346e-01,-4.188437717796317e-02,-4.169500714592531e-01, 2.308467548156862e-01,-6.228406255640723e-06
 1.100000000000000e-01, 7.259289316012630e-01, 5.281476864339892e-06,-4.879134709581159e-02, 4.410017940495180e-01,-4.876970747937322e-02,-4.410037011297858e-01, 2.740711895256840e-01,-5.218964287886929e-06
 1.200000000000000e-01, 6.804794327643547e-01, 4.172409144496264e-06,-5.563304531618918e-02, 4.605560750732535e-01,-5.561028261248336e-02,-4.605583145589441e-01, 3.195206883836285e-01,-4.108517499594455e-06
 1.300000000000000e-01, 6.332556652217042e-01, 2.994208439568644e-06,-6.227040534983572e-02, 4.754224908019926e-01,-6.224681978922335e-02,-4.754250526498263e-01, 3.667444559248059e-01,-2.929480936310347e-06
 1.400000000000000e-01, 5.847265777973962e-01, 1.772258435912138e-06,-6.854289333386046e-02, 4.854612680044812e-01,-6.851877593556908e-02,-4.854641329230518e-01, 4.152735433292771e-01,-1.707015400025103e-06
 1.500000000000000e-01, 5.353745599656048e-01, 5.255470953528796e-07,-7.429130015065993e-02, 4.905832404174957e-01,-7.426693269707477e-02,-4.905863807084065e-01, 4.646255611370449e-01,-4.602813725301802e-07
 1.600000000000000e-01, 5.006085563581522e-01,-3.593199622130977e-07,-7.939323164188851e-02, 4.909540193374055e-01,-7.936885286335628e-02,-4.909574046916108e-01, 4.993915647142456e-01, 4.245929774160384e-07
 1.700000000000000e-01, 5.006326626993554e-01,-3.808193079699040e-07,-8.429824140885857e-02, 4.900392388989595e-01,-8.427387568267258e-02,-4.900428679872506e-01, 4.993674583730404e-01, 4.460924028920621e-07
 1.800000000000000e-01, 5.006561729391817e-01,-4.002907434824676e-07,-8.919390220239687e-02, 4.890850022041986e-01,-8.916956148906044e-02,-4.890888748328508e-01, 4.993439481332069e-01, 4.655638432549125e-07
 1.900000000000000e-01, 5.006791114247992e-01,-4.179781317691089e-07,-9.407981549927114e-02, 4.880901446609503e-01,-9.405550832327431e-02,-4.880942605349041e-01, 4.993210096475805e-01, 4.832512337793471e-07
 2.000000000000000e-01, 5.007015411273296e-01,-4.341030089942410e-07,-9.895557021632623e-02, 4.870534842396250e-01,-9.893130285332818e-02,-4.870578429906267e-01, 4.992985799450363e-01, 4.993761153204712e-07
 2.100000000000000e-01, 5.007235380859397e-01,-4.488593619254855e-07,-1.038207437723000e-01, 4.859739979485778e-01,-1.037965210407554e-01,-4.859785991534377e-01, 4.992765829864217e-01, 5.141324729701635e-07
 2.200000000000000e-01, 5.007451771320256e-01,-4.624138735219441e-07,-1.086749041115470e-01, 4.848508672965497e-01,-1.086507298925318e-01,-4.848557104889244e-01, 4.992549439403337e-01, 5.276869890075142e-07
 2.300000000000000e-01, 5.007665251894071e-01,-4.749084306018836e-07,-1.135176118147969e-01, 4.836834677774589e-01,-1.134934893899264e-01,-4.836885524554159e-01, 4.992335958829447e-01, 5.401815513089714e-07
 2.400000000000000e-01, 5.007876389622662e-01,-4.864633812926011e-07,-1.183484219562292e-01, 4.824713388586725e-01,-1.183243542256304e-01,-4.824766644895139e-01, 4.992124821100888e-01, 5.517365076618264e-07
 2.500000000000000e-01, 5.008085649203949e-01,-4.971808241285847e-07,-1.231668856161637e-01, 4.812141509983360e-01,-1.231428752381712e-01,-4.812197170216654e-01, 4.991915561519543e-01, 5.624539567428144e-07
 2.600000000000000e-01, 5.008374197926209e-01,-5.153675005781233e-07,-1.279483651673923e-01, 4.799203034896130e-01,-1.279244221382378e-01,-4.799261363274674e-01, 4.991627011774152e-01, 5.805531093222571e-07
 2.700000000000000e-01, 5.008788431407271e-01,-5.459100886964774e-07,-1.326578312546446e-01, 4.786334418874229e-01,-1.326339911421520e-01,-4.786396407015160e-01, 4.991212778887732e-01, 6.117232778518611e-07
 2.800000000000000e-01, 5.009062711418222e-01,-5.695357452109584e-07,-1.373512948868858e-01, 4.773434692453885e-01,-1.373275678277206e-01,-4.773500299724580e-01, 4.990938498973274e-01, 6.358132685485574e-07
 2.900000000000000e-01, 5.009156963762695e-01,-5.856034397469512e-07,-1.420302442541546e-01, 4.760380834688576e-01,-1.420066412376362e-01,-4.760450095662864e-01, 4.990844246815828e-01, 6.523913853723196e-07
 3.000000000000000e-01, 5.009050707401713e-01,-5.938630493751429e-07,-1.466963181683540e-01, 4.747052639001538e-01,-1.466728489351151e-01,-4.747125572035059e-01, 4.990950503364074e-01, 6.612271993416963e-07
 3.100000000000000e-01, 5.008738687479530e-01,-5.943928977833468e-07,-1.513511476151546e-01, 4.733351019587421e-01,-1.513278200927526e-01,-4.733427609671925e-01, 4.991262523256107e-01, 6.623470639177675e-07
